id,formula,formula_latex,family,subfamily,tc_max,tc_max_conditions,tc_ambient,discovery_year,total_papers,status,pairing_symmetry,structure_phase,ambient_sc,is_topological,is_unconventional,is_2d_or_interface,has_competing_order
"mat:(y,la)h4","(Y,La)H4",,hydride,,101.23999786376953,"P=120 GPa, arXiv:2509.17501",,2025,1,active_research,,,,,,,false
mat:lah23,LaH23,,,,101,"P=200 GPa, arXiv:2308.15031",,2023,1,active_research,,,,,,,false
mat:b,B,,,,100,arXiv:cond-mat/0507283,,2001,2,active_research,,,false,,,,false
mat:wo3,WO3,,,,100,"ambient, arXiv:cond-mat/0003002",100,2000,2,active_research,,,true,,,true,false
mat:bih6,BiH6,,,,100,"P=200 GPa, arXiv:1803.00325",,2018,1,active_research,,,false,,true,,false
mat:vse2,VSe2,,,,100,"thin_film, ARPES, arXiv:2110.05652",,2021,1,active_research,,,,,true,true,true
mat:high-tccuprates,High-Tccuprates,,,,100,"ambient, arXiv:cond-mat/0103214, confirmed by 2 papers",100,2001,2,active_research,d-wave,,true,,true,true,true
"mat:ba2ca2cu3o6(f,o)2","Ba2Ca2Cu3O6(F,O)2",,cuprate,,100,"ARPES, arXiv:2507.23260",100,2025,1,active_research,,cuprate_2223,true,,true,true,false
mat:b-dopeddiamond,B-dopeddiamond,,,,100,"arXiv:1411.7752, confirmed by 3 papers",25.200000762939453,2004,3,active_research,,,true,,,,false
mat:lu4h11n,Lu4H11N,,hydride,,100,"P=20 GPa, arXiv:2307.10699",,2023,1,active_research,,,false,,,,false
mat:rbph3,RbPH3,,hydride,,100,"ambient, arXiv:2411.03822",100,2024,1,active_research,,,true,,,,false
mat:lu8h23n(a),Lu8H23N(A),,,,100,arXiv:2305.18196,,2023,1,active_research,,,,true,true,,false
mat:hgba2cuo4,HgBa2CuO4+δ,,cuprate,,100,"arXiv:2002.06486, confirmed by 2 papers",97,1997,68,active_research,d-wave,,true,false,true,,true
mat:lakh12,LaKH12,,hydride,,99.19999694824219,"P=140 GPa, arXiv:2103.00193",,2021,1,active_research,,,,,,,false
"mat:dopedswcnt(5,5)","dopedSWCNT(5,5)",,,,99,"ambient, single_crystal, arXiv:cond-mat/0108124",99,2001,1,active_research,,,true,,true,true,false
"mat:(cu,c)ba2ca4cu5oy","(Cu,C)Ba2Ca4Cu5Oy",,cuprate,,98,"polycrystal, susceptibility, arXiv:cond-mat/0610133, confirmed by 2 papers",98,2006,2,active_research,,,true,,true,true,false
mat:snh4,SnH4,,,,98,"P=120 GPa, arXiv:1708.08870, confirmed by 3 papers",,2015,3,active_research,,,false,,true,,false
mat:csbh5,CsBH5,,,,98,"P=7 GPa, arXiv:2301.12320",,2023,1,active_research,,,,,,,false
mat:sr2-xbaxcuo3,Sr2-xBaxCuO3+y,,cuprate,,98,"powder, arXiv:0911.0970",,2009,1,active_research,,single-layer copper oxide,,,true,,false
"mat:hgba2(ca,y)cu2ox","HgBa2(Ca,Y)Cu2Ox",,cuprate,,97.5,"ambient, arXiv:cond-mat/0210560",97.5,2002,1,active_research,,cuprate_1212,true,,true,true,true
mat:cash3,CaSH3,,hydride,,97.5,"P=128 GPa, arXiv:2012.14985",,2020,1,active_research,,,,,,true,false
mat:hbco,HBCO,,,,97,"ambient, single_crystal, STM, arXiv:cond-mat/0007030",97,2000,1,active_research,d-wave,,true,,true,,false
mat:bi2sr2ca0.92y0.08cu2o8,Bi2Sr2Ca0.92Y0.08Cu2O8+δ,,cuprate,,96,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0312570, confirmed by 5 papers",96,2003,9,active_research,d-wave,,true,,true,,false
mat:hgba2cuox,HgBa2CuOx,,cuprate,,96,"ambient, arXiv:cond-mat/0304628, confirmed by 2 papers",96,2003,2,active_research,,,true,,true,,false
mat:bi1.6pb0.4sr2ca2cu2.88zn0.12o10,Bi1.6Pb0.4Sr2Ca2Cu2.88Zn0.12O10,,cuprate,,96,"polycrystal, resistivity, arXiv:cond-mat/0505461",,2005,1,active_research,,,,,true,,false
mat:bi1.7pb0.4sr1.7cacu2o8,Bi1.7Pb0.4Sr1.7CaCu2O8+δ,,cuprate,,96,"single_crystal, susceptibility, arXiv:2210.10201, confirmed by 2 papers",96,2022,2,active_research,,,true,,true,,false
mat:bi1.6pb0.4sr2ca2cu2.94zn0.06o10,Bi1.6Pb0.4Sr2Ca2Cu2.94Zn0.06O10,,cuprate,,96,"polycrystal, resistivity, arXiv:cond-mat/0505461",,2005,1,active_research,,,,,true,,false
mat:bi1.6pb0.4sr2ca2cu2.91zn0.09o10,Bi1.6Pb0.4Sr2Ca2Cu2.91Zn0.09O10,,cuprate,,96,"polycrystal, resistivity, arXiv:cond-mat/0505461",,2005,1,active_research,,,,,true,,false
mat:hgba2cuo4.096,HgBa2CuO4.096,,cuprate,,95.6500015258789,"ambient, single_crystal, torque magnetometry, arXiv:cond-mat/9912052",95.6500015258789,1999,1,active_research,,cuprate,true,,true,,false
mat:ndba2cu3o6.99,NdBa2Cu3O6.99,,cuprate,,95.5,"ambient, single_crystal, specific_heat, arXiv:cond-mat/9912333",95.5,1999,1,active_research,,123,true,,true,,false
mat:bi2sr2ca0.9y0.1cu2o8,Bi2Sr2Ca0.9Y0.1Cu2O8+δ,,cuprate,,95,"ambient, single_crystal, arXiv:cond-mat/9912232, confirmed by 2 papers",95,1999,2,active_research,,,true,,true,,false
mat:sr2cuo3,Sr2CuO3+d,,cuprate,,95,"arXiv:cond-mat/0611439, confirmed by 2 papers",95,2006,2,active_research,,,true,,true,,false
mat:hcl0.5br0.5,HCl0.5Br0.5,,,,95,"P=170 GPa, arXiv:1708.04095",,2017,1,active_research,,,false,,,,false
mat:lah5.75,LaH5.75,,hydride,,95,"P=95 GPa, thin_film, resistivity, arXiv:2308.02977",,2023,1,active_research,,,false,,,,false
"mat:(hg,cu)ba2cuo4","(Hg,Cu)Ba2CuO4+d",,cuprate,,95,"ambient, single_crystal, susceptibility, arXiv:cond-mat/9803312",95,1998,1,active_research,,,true,,true,,false
mat:bi1.5pb0.6sr1.54cacu2o8,Bi1.5Pb0.6Sr1.54CaCu2O8+delta,,cuprate,,95,"single_crystal, arXiv:1510.08403",95,2015,1,active_research,,cuprate_2212,true,,true,,false
mat:bi2sr2ca1-xyxcu2o8,Bi2Sr2Ca1-xYxCu2O8+δ,,cuprate,,94.5,"ambient, single_crystal, resistivity, arXiv:1602.03461, confirmed by 2 papers",94.5,2000,3,active_research,d-wave,2212,true,,true,,false
mat:bi2sr2ca1-ydyycu2o8,Bi2Sr2Ca1-yDyyCu2O8+δ,,cuprate,,94.5,"ambient, single_crystal, reflectivity, arXiv:cond-mat/0503355",94.5,2005,1,active_research,,,true,,true,,false
mat:gdba2cu3o6.95,GdBa2Cu3O6.95,,cuprate,,94.5,"ambient, specific_heat, arXiv:cond-mat/0412679",94.5,2004,1,active_research,,cuprate_123,true,,true,,false
mat:hgba2cuo4.1,HgBa2CuO4.1,,cuprate,,94.0999984741211,"ambient, arXiv:cond-mat/9812081",94.0999984741211,1998,1,active_research,,cuprate_1201,true,,true,,false
mat:ndba2cu3o7,NdBa2Cu3O7-δ,,cuprate,,94,"ambient, thin_film, arXiv:cond-mat/0410466, confirmed by 2 papers",94,1999,12,active_research,d-wave,,true,,true,true,false
mat:bi2sr2ca0.92y0.08cu2o(8),Bi2Sr2Ca0.92Y0.08Cu2O(8+delta),,cuprate,,94,"ambient, single_crystal, ARPES, arXiv:cond-mat/0403521",94,2004,1,active_research,,,true,,true,,false
mat:ndba2cu3o6,NdBa2Cu3O6+x,,cuprate,,94,"single_crystal, ellipsometry, arXiv:1510.00305, confirmed by 2 papers",94,2001,2,active_research,,,true,,true,,false
mat:yba2cu3o7,YBa2Cu3O7-δ,,cuprate,,94,"ambient, polycrystal, resistivity, arXiv:cond-mat/9701074, confirmed by 15 papers",94,1994,855,active_research,d-wave,cuprate_123,true,,true,true,true
mat:yba2cu3o6.92,YBa2Cu3O6.92,,cuprate,,93.77999877929688,"ambient, single_crystal, susceptibility, arXiv:cond-mat/9803292, confirmed by 2 papers",93.77999877929688,1997,9,active_research,d-wave,cuprate_123,true,,true,true,true
mat:yba2cu3o6.88,YBa2Cu3O6.88,,cuprate,,93.69999694824219,"ambient, resistivity, arXiv:cond-mat/0304152, confirmed by 3 papers",93.69999694824219,2003,3,active_research,,cuprate_123,true,,true,true,false
mat:yba2cu3o6.9,YBa2Cu3O6.9,,cuprate,,93.5999984741211,"ambient, single_crystal, resistivity, arXiv:cond-mat/9706025, confirmed by 4 papers",93.5999984741211,1996,14,active_research,d-wave,cuprate_123,true,,true,false,false
mat:yba2cu3oy,YBa2Cu3Oy,,cuprate,,93.5999984741211,"single_crystal, dc magnetization, arXiv:1402.1942, confirmed by 2 papers",93.5999984741211,1997,50,active_research,d-wave,cuprate_123,true,,true,true,true
mat:y1-xcaxba2cu3o7,Y1-xCaxBa2Cu3O7-δ,,cuprate,,93.5,"single_crystal, susceptibility, arXiv:1201.1679, confirmed by 4 papers",93.5,1999,14,active_research,d-wave,cuprate_123,true,,true,,false
mat:yba2cu3o7+ag,YBa2Cu3O7-δ+Ag,,cuprate,,93.5,"ambient, polycrystal, resistivity, arXiv:0704.0694",93.5,2007,1,active_research,,cuprate_214,true,,true,,false
mat:y0.75lu0.25ba2cu3o7,Y0.75Lu0.25Ba2Cu3O7-δ,,cuprate,,93.5,"ambient, polycrystal, resistivity, arXiv:0704.0694",93.5,2007,1,active_research,,cuprate_214,true,,true,,false
mat:ndba2cu3o6.96,NdBa2Cu3O6.96,,cuprate,,93.5,"ambient, single_crystal, specific_heat, arXiv:cond-mat/9912333",93.5,1999,1,active_research,,123,true,,true,,false
mat:yba2cu3o6.95,YBa2Cu3O6.95,,cuprate,,93.5,"ambient, single_crystal, susceptibility, arXiv:cond-mat/9611083, confirmed by 3 papers",93.5,1995,63,active_research,d-wave,cuprate_123,true,,true,true,true
mat:yba2cu3o6.93,YBa2Cu3O6.93,,cuprate,,93.3499984741211,"ambient, single_crystal, torque magnetometry, arXiv:cond-mat/9912052, confirmed by 2 papers",93.3499984741211,1997,14,active_research,d-wave,cuprate_123,true,,true,true,false
mat:snh12,SnH12,,,,93.19999694824219,"P=250 GPa, arXiv:1512.07604, confirmed by 3 papers",,2015,3,active_research,,,false,,true,,false
mat:yba2cu3ox,YBa2Cu3Ox,,cuprate,,93.19999694824219,"ambient, single_crystal, susceptibility, arXiv:cond-mat/9612058, confirmed by 2 papers",93.19999694824219,1996,33,active_research,d-wave,cuprate_123,true,true,true,true,false
"mat:(nd0.33,eu0.20,gd0.47)ba2cu3o7","(Nd0.33,Eu0.20,Gd0.47)Ba2Cu3O7-δ",,cuprate,,93.13999938964844,"single_crystal, susceptibility, arXiv:0807.4050",93.13999938964844,2008,1,active_research,,,true,,true,,false
mat:y2ba4cu7o15,Y2Ba4Cu7O15,,cuprate,,93.0999984741211,"ambient, powder, susceptibility, arXiv:supr-con/9411001",93.0999984741211,1994,1,active_research,,cuprate_247,true,,true,,true
mat:ybacuo,YBaCuO,,cuprate,,93,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0004122, confirmed by 4 papers",93,1996,22,active_research,d-wave,cuprate_123,true,,true,true,false
mat:bi2-xpbxsr2cacu2o8,Bi2-xPbxSr2CaCu2O8+δ,,cuprate,,93,"single_crystal, susceptibility, arXiv:0707.1755, confirmed by 4 papers",93,1999,5,active_research,d-wave,2212,true,,true,,false
mat:gdba2cu3o7,GdBa2Cu3O7-δ,,cuprate,,93,"ambient, single_crystal, resistivity, arXiv:cond-mat/0001379, confirmed by 4 papers",93,1999,13,active_research,d-wave,cuprate_123,true,,true,true,true
mat:yba2(cu1-ycoy)3o7,YBa2(Cu1-yCoy)3O7+δ,,cuprate,,93,"ambient, single_crystal, neutron, arXiv:cond-mat/0107218, confirmed by 2 papers",93,2001,2,active_research,d-wave,cuprate_123,true,,true,,true
mat:yba2cu3-xmoxo7,YBa2Cu3-xMoxO7+d,,cuprate,,93,"polycrystal, arXiv:cond-mat/0610067",,2006,2,active_research,,cuprate_123,,,true,,false
mat:bi2-xpbxsr2ca1cu2o8,Bi2-xPbxSr2Ca1Cu2O8+δ,,cuprate,,93,"ambient, single_crystal, resistivity, arXiv:1602.03461",93,2016,1,active_research,d-wave,2212,true,,true,,false
mat:yba2cu3o(7),YBa2Cu3O(7-x),,cuprate,,93,"ambient, polycrystal, resistivity, arXiv:cond-mat/0003192, confirmed by 2 papers",93,1998,7,active_research,,cuprate_123,true,,true,true,false
mat:yba2c3o7,YBa2C3O7-δ,,,,93,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0203525",93,2002,1,active_research,,,true,,true,,false
mat:yba2cu3o6.97,YBa2Cu3O6.97,,cuprate,,92.9000015258789,"ambient, single_crystal, resistivity, arXiv:cond-mat/0404133, confirmed by 2 papers",92.9000015258789,2004,2,active_research,,cuprate_123,true,,true,,false
mat:yba2cu3o6.15,YBa2Cu3O6.15,,cuprate,,92.80000305175781,arXiv:1612.07096,,2016,1,active_research,,cuprate_214,,,true,,false
mat:smba2cu3o7,SmBa2Cu3O7-δ,,cuprate,,92.69999694824219,"polycrystal, resistivity, arXiv:1210.8314, confirmed by 2 papers",92.69999694824219,2001,6,active_research,,cuprate_123,true,,true,true,false
mat:yba2cu316o6.9,YBa2Cu3^16O6.9,,cuprate,,92.69999694824219,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0306097",92.69999694824219,2003,1,active_research,,cuprate_123,true,,true,,false
mat:yba2(cu1-yzny)3o7,YBa2(Cu1-yZny)3O7-δ,,cuprate,,92.5,"ambient, arXiv:cond-mat/0204236, confirmed by 3 papers",92.5,2002,4,active_research,,,true,,true,,false
mat:yba2(cu1-yfey)3o7,YBa2(Cu1-yFey)3O7-δ,,cuprate,,92.5,"ambient, arXiv:cond-mat/0204236, confirmed by 2 papers",92.5,2002,2,active_research,,cuprate_123,true,,true,,false
mat:yba2cu318o6.9,YBa2Cu3^18O6.9,,cuprate,,92.5,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0306097",92.5,2003,1,active_research,,cuprate_123,true,,true,,false
mat:yba2cu3o6+0.97,YBa2Cu3O6+0.97,,cuprate,,92.5,"ambient, single_crystal, neutron, arXiv:cond-mat/0009373",92.5,2000,1,active_research,d-wave,cuprate,true,,true,,true
mat:yba2cu3-yalyo7,YBa2Cu3-yAlyO7-δ,,cuprate,,92.05000305175781,"single_crystal, resistivity, arXiv:0811.4534",92.05000305175781,2008,1,active_research,,cuprate_123,true,,true,,false
mat:yba2cu3o6.85,YBa2Cu3O6.85,,cuprate,,92,"ambient, polycrystal, specific_heat, arXiv:cond-mat/0109403, confirmed by 2 papers",92,1999,12,active_research,d-wave,cuprate_123,true,,true,true,true
mat:y1ba2cu3o7,Y1Ba2Cu3O7-δ,,cuprate,,92,"thin_film, resistivity, arXiv:0804.0170, confirmed by 3 papers",92,1995,8,active_research,d-wave,cuprate_123,true,,true,,false
mat:yba2cu3o7.0,YBa2Cu3O7.0,,cuprate,,92,"ambient, single_crystal, resistivity, arXiv:cond-mat/0104158, confirmed by 3 papers",92,1999,4,active_research,,cuprate_123,true,,true,,false
mat:nbco,NBCO,,,,92,"thin_film, arXiv:2111.05533",92,2021,1,active_research,,,true,,,,false
mat:bi2sr2cacu2o(8),Bi2Sr2CaCu2O(8+delta),,cuprate,,92,"ambient, polycrystal, susceptibility, arXiv:cond-mat/0209430",92,2002,5,active_research,,2212,true,,true,true,false
mat:euba2cu3o7,EuBa2Cu3O7,,cuprate,,92,"ambient, polycrystal, arXiv:cond-mat/0102337, confirmed by 2 papers",92,1996,3,active_research,,,true,,true,,false
mat:tl2ba2cuox,Tl2Ba2CuOx,,cuprate,,92,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0503250",92,2005,1,active_research,,,true,,true,,false
mat:yh4,YH4,,hydride,,92,"P=120 GPa, arXiv:1708.08870",,2017,1,active_research,,,,,,,false
mat:yba2cu2.9mo0.1o7,YBa2Cu2.9Mo0.1O7+d,,cuprate,,92,"polycrystal, arXiv:cond-mat/0610067",,2006,1,active_research,,cuprate_123,,,true,,false
mat:rebco,REBCO,,cuprate,,92,"ambient, thin_film, resistivity, arXiv:2106.11412",92,2014,5,active_research,,,true,,true,,false
mat:yba2cu3o6.90,YBa2Cu3O6.90,,cuprate,,92,"ambient, polycrystal, specific_heat, arXiv:cond-mat/0109403, confirmed by 3 papers",92,2001,4,active_research,,cuprate_123,true,,true,,true
mat:y1-ycayba2cu3ox,Y1-yCayBa2Cu3Ox,,cuprate,,92,"ambient, arXiv:cond-mat/0304628, confirmed by 2 papers",92,1999,3,active_research,,cuprate_123,true,,true,,false
mat:yba2cu3o6.98,YBa2Cu3O6.98,,cuprate,,92,"ambient, muSR, arXiv:cond-mat/0105508, confirmed by 2 papers",92,2001,2,active_research,,cuprate_123,true,,true,,false
mat:kpbb6c6,KPbB6C6,,,,92,"ambient, arXiv:2501.12068",92,2022,2,active_research,,,true,,,,false
mat:yba2cuo7,YBa2CuO7,,cuprate,,92,"ambient, arXiv:cond-mat/0306698",92,2003,1,active_research,,YBCO,true,,true,true,false
mat:yba2cu3o7.00,YBa2Cu3O7.00,,cuprate,,92,"single_crystal, resistivity, arXiv:cond-mat/0509167, confirmed by 4 papers",92,1997,6,active_research,d-wave,cuprate_123,true,,true,,false
mat:ndba2cu3ox,NdBa2Cu3Ox,,cuprate,,92,"thin_film, resistivity, arXiv:0808.3408, confirmed by 2 papers",92,1999,4,active_research,,cuprate_123,true,,true,true,false
mat:bi2sr2(y1-xcax)cu2o8,Bi2Sr2(Y1-xCax)Cu2O8+δ,,cuprate,,92,"ambient, single_crystal, arXiv:cond-mat/0110439",92,2001,1,active_research,,,true,,true,,false
mat:tl2ba2cuo6,Tl2Ba2CuO6+δ,,cuprate,,92,"ambient, single_crystal, susceptibility, arXiv:2304.11305, confirmed by 2 papers",92,1997,85,active_research,d-wave,,true,,true,true,true
mat:y-dopedbi2sr2cacu2o8,Y-dopedBi2Sr2CaCu2O8,,cuprate,,92,"P=0.31 GPa, susceptibility, arXiv:1705.07639",,2017,1,active_research,,,,,true,,false
mat:yba2cu2.99cr0.01oy,YBa2Cu2.99Cr0.01OY,,cuprate,,91.8499984741211,"ambient, polycrystal, susceptibility, arXiv:cond-mat/9808126",91.8499984741211,1998,1,active_research,,cuprate_123,true,,true,,false
"mat:yba2cu3o6,87","YBa2Cu3O6,87",,cuprate,,91.80000305175781,"single_crystal, resistivity, arXiv:0803.0880",91.80000305175781,2008,1,active_research,,cuprate_123,true,,true,,false
mat:ybco/ndbcomultilayer,YBCO/NdBCOmultilayer,,cuprate,,91.69999694824219,"thin_film, susceptibility, arXiv:cond-mat/0606306",91.69999694824219,2006,1,active_research,,,true,,true,true,false
mat:wo3:na,WO3:Na,,,,91.5,"ambient, resistivity, arXiv:cond-mat/0204480",91.5,2002,1,active_research,,tungsten_bronzes,true,,,true,false
mat:tmba2cu3o7,TmBa2Cu3O7,,cuprate,,91.5,"ambient, polycrystal, susceptibility, arXiv:cond-mat/9705061",91.5,1997,1,active_research,,cuprate_123,true,,true,,false
mat:yba2(cu1-xagx)3o7,YBa2(Cu1-xAgx)3O7-δ,,cuprate,,91.30000305175781,"single_crystal, resistivity, arXiv:0911.3678",91.30000305175781,2009,1,active_research,,,true,,true,,false
mat:yba2cu2.995fe0.005oy,YBa2Cu2.995Fe0.005OY,,cuprate,,91.30000305175781,"ambient, polycrystal, susceptibility, arXiv:cond-mat/9808126",91.30000305175781,1998,1,active_research,,cuprate_123,true,,true,,false
mat:yba2cu2.99al0.01oy,YBa2Cu2.99Al0.01OY,,cuprate,,91.25,"ambient, polycrystal, susceptibility, arXiv:cond-mat/9808126",91.25,1998,1,active_research,,cuprate_123,true,,true,,false
mat:tmba2cu3o6.95,TmBa2Cu3O6.95,,cuprate,,91.19999694824219,"ambient, specific_heat, arXiv:cond-mat/0412679",91.19999694824219,2004,1,active_research,,cuprate_123,true,,true,,false
mat:yba2cu3o7(a),YBa2cu3o7(a),,,,91,"ambient, susceptibility, arXiv:cond-mat/9907035",91,1999,1,active_research,d-wave,,true,,true,true,false
mat:bi2sr2cacu2oy,Bi2Sr2CaCu2Oy,,cuprate,,91,"ambient, single_crystal, resistivity, arXiv:cond-mat/9812354, confirmed by 2 papers",91,1997,12,active_research,d-wave,,true,,true,,false
mat:na0.05wo3,Na0.05WO3,,,,91,"ambient, arXiv:cond-mat/0406564, confirmed by 3 papers",91,2000,3,active_research,,,true,,,,false
mat:(y0.95pr0.05)ba2cu3o7,(Y0.95Pr0.05)Ba2Cu3O7-δ,,cuprate,,91,"single_crystal, arXiv:2510.15078",,2025,1,active_research,,cuprate_123,,,true,,false
mat:bi2.1sr1.9cacu2o8,Bi2.1Sr1.9CaCu2O8+δ,,cuprate,,91,"single_crystal, susceptibility, arXiv:1301.0521, confirmed by 4 papers",91,2002,6,active_research,d-wave,,true,,true,true,false
mat:yba2cu3o6.925,YBa2Cu3O6.925,,cuprate,,91,"ambient, muSR, arXiv:cond-mat/0105508",91,2001,1,active_research,,cuprate_123,true,,true,,false
mat:y1-ypryba2cu3o7,Y1-yPryBa2Cu3O7-δ,,cuprate,,91,"ambient, arXiv:cond-mat/0204236, confirmed by 2 papers",91,2002,2,active_research,,cuprate_123,true,,true,,false
mat:bi1.7pb0.5sr1.9cacu2o8,Bi1.7Pb0.5Sr1.9CaCu2O8+δ,,cuprate,,91,"single_crystal, ARPES, arXiv:1811.10028",91,2018,1,active_research,,Bi2212,true,,true,,false
"mat:(bi,pb)2212","(Bi,Pb)2212",,cuprate,,91,"single_crystal, resistivity, arXiv:1908.07167",91,2019,1,active_research,,,true,,true,,false
mat:bi2sr2ca1cu2ox,Bi2Sr2Ca1Cu2Ox,,cuprate,,91,"single_crystal, susceptibility, arXiv:0805.4633",91,2008,2,active_research,,,true,,true,,false
mat:yba2cu3o7(b),YBa2cu3o7(b),,,,91,"ambient, susceptibility, arXiv:cond-mat/9907035",91,1999,1,active_research,d-wave,,true,,true,true,false
mat:na-wo3,Na-WO3,,,,91,"ambient, arXiv:cond-mat/0304561",91,2003,1,active_research,,,true,,,,false
mat:bi₂sr₂cacu₂o₈,Bi₂Sr₂CaCu₂O₈+δ,,cuprate,,91,"ambient, single_crystal, arXiv:cond-mat/0503073, confirmed by 2 papers",91,1999,2,active_research,,2212,true,,true,false,false
mat:reba2cu3ox,REBa2Cu3Ox,,cuprate,,91,"single_crystal, arXiv:2303.12568",,2023,1,active_research,,RE-123,,,true,,false
mat:yba2cu3o6+0.92,YBa2Cu3O6+0.92,,cuprate,,91,"ambient, single_crystal, neutron, arXiv:cond-mat/0009373",91,2000,1,active_research,d-wave,cuprate,true,,true,,true
mat:naxwo3,NaxWO3,,,,91,"ambient, resistivity, arXiv:cond-mat/0003002",91,2000,3,active_research,,,true,,,true,false
mat:yba2cu3o7-ag2o,YBa2Cu3O7-Ag2O,,cuprate,,91,"ambient, polycrystal, resistivity, arXiv:cond-mat/0307187",91,2003,1,active_research,,,true,,true,,false
mat:bi2-ypbysr2cacu2o8,Bi2-yPbySr2CaCu2O8+δ,,cuprate,,90.5,"single_crystal, resistivity, arXiv:1805.00666, confirmed by 2 papers",90.5,2010,2,active_research,,,true,,true,true,false
mat:yba1.5sr0.5cu3o7,YBa1.5Sr0.5Cu3O7-d,,cuprate,,90.3499984741211,"ambient, polycrystal, resistivity, arXiv:cond-mat/0311564",90.3499984741211,2003,1,active_research,,,true,,true,,false
mat:yba2cu3o6.985,YBa2Cu3O6.985,,cuprate,,90.19999694824219,"ambient, single_crystal, muSR, arXiv:cond-mat/0108479",90.19999694824219,2001,1,active_research,,cuprate_123,true,,true,,true
mat:ybba2cu3o(6),YbBa2Cu3O(6+x),,cuprate,,90,"ambient, arXiv:cond-mat/9612072",90,1996,1,active_research,,,true,,true,,false
mat:yba2cu3o6.99,YBa2Cu3O6.99,,cuprate,,90,"ambient, single_crystal, arXiv:cond-mat/0307539, confirmed by 4 papers",90,2000,10,active_research,d-wave,cuprate_123,true,,true,true,true
mat:ybacuo(123),YBaCuO(123),,cuprate,,90,"ambient, single_crystal, resistivity, arXiv:cond-mat/0211233",90,1998,2,active_research,,,true,,true,,false
mat:erba2cu3o(6),ErBa2Cu3O(6+x),,cuprate,,90,"ambient, arXiv:cond-mat/9612072",90,1996,1,active_research,,,true,,true,,false
mat:bisrcacuo,BiSrCaCuO,,cuprate,,90,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0004122",90,1995,4,active_research,,,true,,true,,false
mat:bscco-2212,BSCCO-2212,,cuprate,,90,"ambient, ARPES, arXiv:cond-mat/9912380",90,1998,10,active_research,d-wave,2212,true,,true,,true
mat:erba2cu3o7,ErBa2Cu3O7-δ,,cuprate,,90,"ambient, single_crystal, susceptibility, arXiv:cond-mat/0107011, confirmed by 2 papers",90,2001,3,active_research,,cuprate_123,true,,true,,false
mat:y0.7ca0.3ba2cu3o7,Y0.7Ca0.3Ba2Cu3O7-δ,,cuprate,,90,"ambient, thin_film, susceptibility, arXiv:cond-mat/0402655, confirmed by 2 papers",90,2002,5,active_research,,cuprate_123,true,,true,,false
mat:nd1+xba2-xcu3o7,Nd1+xBa2-xCu3O7-delta,,cuprate,,90,"thin_film, arXiv:1906.01270",90,2012,2,active_research,,123,true,,true,,true
mat:csh7,CSH7,,,,90,"P=100 GPa, arXiv:2001.09852",,2020,2,active_research,,,false,,,,false
"mat:ybco(x=0.0,y=0.0)","YBCO(X=0.0,Y=0.0)",,cuprate,,90,"polycrystal, arXiv:2304.06171",,2023,1,active_research,,,,,,,false
mat:k2c18h14,K2C18H14,,,,90,"compressed_powder, resistivity, arXiv:2012.04899",90,2020,1,active_research,,,true,,true,,false
mat:ybco6.93,YBCO6.93,,cuprate,,90,"single_crystal, arXiv:1808.04653",90,2018,1,active_research,,,true,,true,,false
mat:la2-xsrxcuo4,La2-xSrxCuO4,,cuprate,,90,"ambient, arXiv:cond-mat/0005457, confirmed by 3 papers",58,1997,216,active_research,d-wave,cuprate_214,true,true,true,true,true
mat:tl2sr2cuo8,Tl2Sr2CuO8+δ,,cuprate,,90,"ambient, resistivity, arXiv:cond-mat/0002283",90,2000,1,active_research,,,true,,true,,false
mat:yba2cu307,YBa2Cu307-x,,,,90,"ambient, resistivity, arXiv:cond-mat/0305469",90,1996,2,active_research,,cuprate_123,true,,true,,false
mat:tl2sr2cuo6,Tl2Sr2CuO6+δ,,cuprate,,90,"ambient, single_crystal, susceptibility, arXiv:cond-mat/9611083",90,1996,1,active_research,,,true,,true,,false
mat:yba2ca3o7,YBa2Ca3O7-δ,,,,90,"ambient, thin_film, arXiv:cond-mat/0307129",90,2003,1,active_research,d-wave,,true,,true,,false
